"causal_effect","causal_pvalue","pleiotropy_effect","pleiotropy_pvalue","sigma_cisSNP","sigma_error_1","sigma_error_2","transcript","Chromosome","chr","start","end","cluster","gene","ENSEMBL"
0.00388626350649901,0.011460930100038,0.000781484924246342,0.0104840106554921,0.040824162199923,0.245507375691812,0.999985615075301,"chr2:237769992:237772081:clu_44519:ENSG00000124831.18",2,"chr2","237769992","237772081","clu_44519","ENSG00000124831.18","ENSG00000124831"
-0.000782646838357677,0.617333844472182,-3.70642548303948e-05,0.89937840559864,0.0376378970837401,0.349241625301156,0.999998079009632,"chr2:237516746:237518539:clu_44503:ENSG00000115648.13",2,"chr2","237516746","237518539","clu_44503","ENSG00000115648.13","ENSG00000115648"
0.000913189712225097,0.512971250472934,0.000597939970126686,0.0181665259529535,0.0348838838167671,0.074689092484648,0.999986437812045,"chr2:237775600:237779422:clu_44521:ENSG00000124831.18",2,"chr2","237775600","237779422","clu_44521","ENSG00000124831.18","ENSG00000124831"
0.00769462527273667,4.08978761344983e-06,0.000490596525847944,0.0889737702445076,0.0354310307125766,0.368104274726856,0.999956062059533,"chr2:237511101:237518539:clu_44503:ENSG00000115648.13",2,"chr2","237511101","237518539","clu_44503","ENSG00000115648.13","ENSG00000115648"
0.0010729908066224,0.467519735348529,-0.000647580090609353,0.020381864104363,0.0368437788818876,0.309643491054306,0.999990968355231,"chr2:237733818:237735268:clu_44514:ENSG00000124831.18",2,"chr2","237733818","237735268","clu_44514","ENSG00000124831.18","ENSG00000124831"
-0.00252109561946839,0.0936493989245844,0.00036623445912098,0.249243508045333,0.0464798867603074,0.283305254161103,0.999994130044633,"chr2:237772198:237772866:clu_44519:ENSG00000124831.18",2,"chr2","237772198","237772866","clu_44519","ENSG00000124831.18","ENSG00000124831"
-0.000782195350761046,0.791002520406199,-0.000156484220133722,0.83780430804437,0.071753362478304,0.434198799550654,0.999998503181958,"chr2:233917432:233926533:clu_44467:ENSG00000144481.16",2,"chr2","233917432","233926533","clu_44467","ENSG00000144481.16","ENSG00000144481"
-0.00118668294303273,0.487459517669031,0.000604364307069548,0.0606721917036185,0.0377526969137834,0.307259317543892,0.999993720625703,"chr2:61185865:61186446:clu_41866:ENSG00000173209.22",2,"chr2","61185865","61186446","clu_41866","ENSG00000173209.22","ENSG00000173209"
-0.000885248648449155,0.395930556283422,5.29413540110529e-06,0.98210058292817,0.0567518116576024,0.256371662454614,0.999997517336259,"chr2:61283449:61284875:clu_41874:ENSG00000115464.14",2,"chr2","61283449","61284875","clu_41874","ENSG00000115464.14","ENSG00000115464"
-0.000113728961442695,0.915047908086839,-0.000380602757069666,0.138069310273747,0.0583249302630639,0.101849002023308,0.999995523464802,"chr2:61097852:61103853:clu_41858:ENSG00000162929.13",2,"chr2","61097852","61103853","clu_41858","ENSG00000162929.13","ENSG00000162929"
0.0043075009949962,0.00116742421967558,-0.000858376027123882,0.00022160574439251,0.0328632267929173,0.152766142151142,0.999970007945318,"chr2:61533903:61534423:clu_41888:ENSG00000082898.16",2,"chr2","61533903","61534423","clu_41888","ENSG00000082898.16","ENSG00000082898"
-0.00142057088493352,0.194815759445572,-0.000503962446345378,0.0571800610004056,0.0589266252228683,0.067509673763771,0.999992671976825,"chr2:61183662:61184712:clu_41865:ENSG00000173209.22",2,"chr2","61183662","61184712","clu_41865","ENSG00000173209.22","ENSG00000173209"
-0.00114252785261548,0.40924427562348,-5.79083814808389e-05,0.817100408475289,0.0348532834037145,0.190695388952367,0.999997529839834,"chr2:61181405:61184712:clu_41865:ENSG00000173209.22",2,"chr2","61181405","61184712","clu_41865","ENSG00000173209.22","ENSG00000173209"
0.00075852543018512,0.542569910560733,0.00115128599861674,0.016458933094528,0.148554990470386,0.105471120272332,0.999989889732293,"chr2:61185618:61186446:clu_41866:ENSG00000173209.22",2,"chr2","61185618","61186446","clu_41866","ENSG00000173209.22","ENSG00000173209"
-0.000757977077255397,0.575514097894894,-0.000416178023525792,0.244344699579522,0.069812855827037,0.0574571296616574,0.999994519067968,"chr2:61158012:61159318:clu_41863:ENSG00000162929.13",2,"chr2","61158012","61159318","clu_41863","ENSG00000162929.13","ENSG00000162929"
-0.000686487154168031,0.618002266639673,-0.000332751160942903,0.371332676997988,0.0734167721425257,0.137368866548622,0.999996266318382,"chr2:61158012:61159318:clu_41863:ENSG00000237651.6",2,"chr2","61158012","61159318","clu_41863","ENSG00000237651.6","ENSG00000237651"
0.000742361980653077,0.460796871980788,-0.000130111338897815,0.550288272809425,0.0468679141595228,0.00694288724293047,0.999997368668127,"chr2:61116070:61117357:clu_41860:ENSG00000162929.13",2,"chr2","61116070","61117357","clu_41860","ENSG00000162929.13","ENSG00000162929"
0.00273733440867232,0.0515750666403326,0.000143193207152931,0.551114411170699,0.0309625577381374,0.162060596824405,0.999992564994941,"chr2:61181405:61183547:clu_41865:ENSG00000173209.22",2,"chr2","61181405","61183547","clu_41865","ENSG00000173209.22","ENSG00000173209"
-0.00020399424029497,0.873845723880348,-0.00011768588387488,0.578089603599018,0.028283969049613,0.124342875235249,0.999998181311091,"chr2:65332051:65334605:clu_41945:ENSG00000198369.9",2,"chr2","65332051","65334605","clu_41945","ENSG00000198369.9","ENSG00000198369"
0.00297748135612354,0.0617267280491386,0.00026484848256832,0.275330995371951,0.0252054980868073,0.337914648434223,0.999990927850322,"chr2:66464220:66512149:clu_41953:ENSG00000143995.19",2,"chr2","66464220","66512149","clu_41953","ENSG00000143995.19","ENSG00000143995"
-0.000717151293342354,0.604053412848029,5.43596126419593e-05,0.833429319736587,0.0365035665400017,0.249183025271505,0.999998227071776,"chr2:65334773:65344719:clu_41945:ENSG00000198369.9",2,"chr2","65334773","65344719","clu_41945","ENSG00000198369.9","ENSG00000198369"
0.00129986905191507,0.47634077016429,0.000581684391164254,0.0704400092422401,0.0329677911386332,0.379776065603639,0.99999390251588,"chr2:66512294:66547943:clu_41953:ENSG00000143995.19",2,"chr2","66512294","66547943","clu_41953","ENSG00000143995.19","ENSG00000143995"
0.00272056559635782,0.066915068163138,7.84396692828872e-05,0.807183272028548,0.0477650646999748,0.108089607492582,0.99999249544067,"chr2:65239962:65246524:clu_41942:ENSG00000138071.13",2,"chr2","65239962","65246524","clu_41942","ENSG00000138071.13","ENSG00000138071"
-0.00330756675041416,0.0262823689606712,-0.0002801043786549,0.363118806530203,0.0441347970232921,0.355084068225122,0.999991403969835,"chr2:232550744:232556416:clu_44410:ENSG00000135930.13",2,"chr2","232550744","232556416","clu_44410","ENSG00000135930.13","ENSG00000135930"
