"causal_effect","causal_pvalue","pleiotropy_effect","pleiotropy_pvalue","sigma_cisSNP","sigma_error_1","sigma_error_2","transcript","Chromosome","chr","start","end","cluster","gene","ENSEMBL"
0.00096426109640838,0.441901933860152,1.14828095073748e-05,0.957265889656872,0.0301849304234784,0.114195074265392,0.99999775237302,"chr5:95816626:95822456:clu_34504:ENSG00000173221.13",5,"chr5","95816626","95822456","clu_34504","ENSG00000173221.13","ENSG00000173221"
-0.00131754438811807,0.294543458967318,-0.000396346567055028,0.061633151350071,0.0290014778375061,0.097789909663986,0.999991590073567,"chr5:95816626:95822210:clu_34504:ENSG00000173221.13",5,"chr5","95816626","95822210","clu_34504","ENSG00000173221.13","ENSG00000173221"
0.000528792366977592,0.5565906167415,0.000291748873594901,0.204832967307308,0.06549177232972,0.0039958740941441,0.999996387721231,"chr5:95537141:95540690:clu_34489:ENSG00000198677.10",5,"chr5","95537141","95540690","clu_34489","ENSG00000198677.10","ENSG00000198677"
-0.000621273908490794,0.658719511619203,0.000315073818789581,0.229796502665013,0.0367604615413092,0.281973168972236,0.999996380287009,"chr5:178230099:178231669:clu_35563:ENSG00000175309.14",5,"chr5","178230099","178231669","clu_35563","ENSG00000175309.14","ENSG00000175309"
-0.0047443196511444,0.000304149309240454,0.000717457882359751,0.00815399486325965,0.0432868640099662,0.145367076050763,0.999975415169085,"chr5:179550879:179560025:clu_35589:ENSG00000176783.14",5,"chr5","179550879","179560025","clu_35589","ENSG00000176783.14","ENSG00000176783"
0.000492908737023478,0.790279763031282,-0.000524686373036001,0.156296145743822,0.0407759095774474,0.560023847777042,0.999995821427864,"chr5:178605382:178612416:clu_35574:ENSG00000113240.12",5,"chr5","178605382","178612416","clu_35574","ENSG00000113240.12","ENSG00000113240"
0.00561368287968378,6.52856412654692e-06,0.000351274321178598,0.146557166771252,0.0381216109975466,0.0700037926594564,0.99997008376611,"chr5:178262252:178263208:clu_35571:ENSG00000050767.15",5,"chr5","178262252","178263208","clu_35571","ENSG00000050767.15","ENSG00000050767"
-0.000994695495050869,0.428739860999747,5.32580841947684e-05,0.832985842420819,0.0424233108322312,0.127826621956899,0.999997573496941,"chr5:178605382:178608376:clu_35574:ENSG00000113240.12",5,"chr5","178605382","178608376","clu_35574","ENSG00000113240.12","ENSG00000113240"
-0.00553781420985637,0.0173522913921475,7.30434928060778e-05,0.87231670454865,0.0389123337723862,0.623084207181982,0.999985827300912,"chr5:178725471:178726999:clu_35577:ENSG00000169131.11",5,"chr5","178725471","178726999","clu_35577","ENSG00000169131.11","ENSG00000169131"
-0.000344633070190077,0.786743456807512,6.58027881533043e-05,0.779443161333441,0.0345202871340339,0.0918566255102021,0.999998425376381,"chr5:170881896:170892387:clu_35379:ENSG00000204764.13",5,"chr5","170881896","170892387","clu_35379","ENSG00000204764.13","ENSG00000204764"
0.00298384110465581,0.103694813514189,0.000173940210810534,0.677958843661099,0.0535588402308274,0.492146882588517,0.999994623289589,"chr5:170919613:170924357:clu_35380:ENSG00000204764.13",5,"chr5","170919613","170924357","clu_35380","ENSG00000204764.13","ENSG00000204764"
7.7769942224311e-05,0.943804419653393,0.000202097326883326,0.373543790883673,0.0423982033366412,0.00496827063985925,0.999997495074218,"chr5:96729209:96729612:clu_34518:ENSG00000153113.23",5,"chr5","96729209","96729612","clu_34518","ENSG00000153113.23","ENSG00000153113"
-0.000421937192571757,0.72436254401299,4.26192072833388e-05,0.861902040771915,0.0432922742529034,0.158607921283936,0.999998415050744,"chr5:96727530:96729612:clu_34518:ENSG00000153113.23",5,"chr5","96727530","96729612","clu_34518","ENSG00000153113.23","ENSG00000153113"
-0.000984606224289279,0.354244682629215,3.14929397952588e-05,0.876468547754856,0.0363952416558738,0.00905582582460628,0.999997439555848,"chr5:96873378:96873515:clu_34537:ENSG00000247121.6",5,"chr5","96873378","96873515","clu_34537","ENSG00000247121.6","ENSG00000247121"
-0.00128476827385493,0.341784790554428,-0.000204015505730449,0.43167099872456,0.0375545489750117,0.192906954662219,0.999995763394761,"chr5:150403312:150404680:clu_35203:ENSG00000019582.14",5,"chr5","150403312","150404680","clu_35203","ENSG00000019582.14","ENSG00000019582"
-0.000146271519555852,0.908220842078964,-0.000355552735041839,0.109242556301441,0.0310579753269846,0.0799159822966558,0.999995093685997,"chr5:151032400:151033608:clu_35229:ENSG00000145901.14",5,"chr5","151032400","151033608","clu_35229","ENSG00000145901.14","ENSG00000145901"
0.000298778359142021,0.827105705996216,-0.000185499591802216,0.468821935865885,0.035857045595435,0.284195105316481,0.999997847334042,"chr5:150402625:150404680:clu_35203:ENSG00000019582.14",5,"chr5","150402625","150404680","clu_35203","ENSG00000019582.14","ENSG00000019582"
0.000517971605102636,0.7429690179915,-0.000197296055646576,0.551621646680181,0.0446542058127111,0.174743606454444,0.999998126973847,"chr5:150383172:150387902:clu_35197:ENSG00000070814.17",5,"chr5","150383172","150387902","clu_35197","ENSG00000070814.17","ENSG00000070814"
-0.0014519040553964,0.182085443469058,0.000122456905716516,0.594914389730957,0.0451016062142943,0.0449729505305488,0.999995676320317,"chr5:177441053:177441245:clu_35503:ENSG00000198055.10",5,"chr5","177441053","177441245","clu_35503","ENSG00000198055.10","ENSG00000198055"
-0.000929534091155548,0.610755645817268,-0.000175263994431756,0.568258194494859,0.0333515013093911,0.355010660991383,0.999998004338314,"chr5:177717296:177718449:clu_35534:ENSG00000170074.19",5,"chr5","177717296","177718449","clu_35534","ENSG00000170074.19","ENSG00000170074"
0.00151079225388403,0.386040092484031,0.000743397563993504,0.239784428194778,0.131258311021821,0.0541250575310024,0.999986912367244,"chr5:177619389:177626436:clu_35528:ENSG00000246596.6",5,"chr5","177619389","177626436","clu_35528","ENSG00000246596.6","ENSG00000246596"
-0.00358308668164287,0.0102908492278516,-0.000389142068531677,0.21505217460591,0.0510752968784871,0.304579502662592,0.999988762449987,"chr5:177532200:177532443:clu_35523:ENSG00000146067.15",5,"chr5","177532200","177532443","clu_35523","ENSG00000146067.15","ENSG00000146067"
0.00380664409629515,0.0544920765466274,0.000134921252307523,0.703920576248353,0.0343332563642129,0.358388420284665,0.999987339641411,"chr5:176531012:176531463:clu_35451:ENSG00000146083.11",5,"chr5","176531012","176531463","clu_35451","ENSG00000146083.11","ENSG00000146083"
-0.00113306245574195,0.436386327861879,0.000258304835156498,0.378923218491927,0.0443216754694662,0.319194388273439,0.999996691678815,"chr5:177717296:177718147:clu_35534:ENSG00000170074.19",5,"chr5","177717296","177718147","clu_35534","ENSG00000170074.19","ENSG00000170074"
-1.67057244019545e-05,0.987913750502918,1.09530379347448e-05,0.960678829006367,0.040598748534408,0.0019686474285852,0.999998620772512,"chr5:176530743:176530848:clu_35451:ENSG00000146083.11",5,"chr5","176530743","176530848","clu_35451","ENSG00000146083.11","ENSG00000146083"
-0.00426021945361142,0.00116428257941079,-0.000450222375904171,0.087603619896721,0.0419362479906374,0.207022577349191,0.999981735328988,"chr5:177553350:177553497:clu_35525:ENSG00000146067.15",5,"chr5","177553350","177553497","clu_35525","ENSG00000146067.15","ENSG00000146067"
-0.000336835595446233,0.767608547469425,0.000252033540033194,0.337176516266458,0.0537183264393285,0.0701274868986435,0.999997270796442,"chr5:176386909:176388235:clu_35443:ENSG00000048162.20",5,"chr5","176386909","176388235","clu_35443","ENSG00000048162.20","ENSG00000048162"
0.000359065878209796,0.787758403447986,0.000467871547358597,0.0640235979796721,0.0371067181803685,0.16349861314778,0.99999384547402,"chr5:176385327:176386840:clu_35443:ENSG00000048162.20",5,"chr5","176385327","176386840","clu_35443","ENSG00000048162.20","ENSG00000048162"
-0.000296927477851313,0.839682886730044,0.000571937927466386,0.0378148383690715,0.0373904995884333,0.332619331985191,0.999992092062749,"chr5:177531521:177531953:clu_35523:ENSG00000146067.15",5,"chr5","177531521","177531953","clu_35523","ENSG00000146067.15","ENSG00000146067"
0.000545361054007693,0.75369016818349,0.000614965836651003,0.036048189432486,0.0324010122832818,0.474822742034768,0.999992451278022,"chr5:176982623:177006650:clu_35466:ENSG00000087206.16",5,"chr5","176982623","177006650","clu_35466","ENSG00000087206.16","ENSG00000087206"
0.00317047950467858,0.0350465739814681,-0.000172360763653806,0.625947139145912,0.0555320942359904,0.313332550071318,0.999987870862111,"chr5:115813258:115816228:clu_34636:ENSG00000129596.4",5,"chr5","115813258","115816228","clu_34636","ENSG00000129596.4","ENSG00000129596"
-0.00262096549006501,0.0109646173221333,-0.000414792896804677,0.084925802687678,0.0560645239966756,0.228373388447728,0.999987434609946,"chr5:140512923:140513363:clu_34977:ENSG00000131503.20",5,"chr5","140512923","140513363","clu_34977","ENSG00000131503.20","ENSG00000131503"
-0.00355090887341381,2.93672977277091e-05,0.000201689807596575,0.372751095476708,0.0709856336131641,0.0122781605292999,0.999974028114442,"chr5:138556573:138557402:clu_34922:ENSG00000113013.12",5,"chr5","138556573","138557402","clu_34922","ENSG00000113013.12","ENSG00000113013"
0.00399066904648898,0.000189014957372379,0.000186817964407726,0.39629427902636,0.0438056460142342,0.137610834422228,0.999978355705552,"chr5:138556866:138557402:clu_34922:ENSG00000113013.12",5,"chr5","138556866","138557402","clu_34922","ENSG00000113013.12","ENSG00000113013"
-0.00270259895887583,0.092893707861599,2.9612881545414e-05,0.907505908563979,0.0262944933627464,0.387628565090098,0.999994291548891,"chr5:57174211:57175448:clu_34071:ENSG00000062194.15",5,"chr5","57174211","57175448","clu_34071","ENSG00000062194.15","ENSG00000062194"
0.00238577545914832,0.0715932717843099,0.0003215600982315,0.222988665260824,0.0401089239476531,0.23688200985532,0.999991560357233,"chr5:79121352:79123346:clu_34324:ENSG00000132837.14",5,"chr5","79121352","79123346","clu_34324","ENSG00000132837.14","ENSG00000132837"
0.000904550651352608,0.526886339089351,0.000161279252264604,0.612374863573509,0.0514651936312423,0.277725523907873,0.999997516173008,"chr5:78839426:78885584:clu_34319:ENSG00000113273.15",5,"chr5","78839426","78885584","clu_34319","ENSG00000113273.15","ENSG00000113273"
-0.000551161616689633,0.609282926152268,-0.000116878423683771,0.608886670932276,0.0450418314688254,0.0316061308154124,0.999997673933793,"chr5:78816114:78839356:clu_34318:ENSG00000113273.15",5,"chr5","78816114","78839356","clu_34318","ENSG00000113273.15","ENSG00000113273"
0.000367541750685272,0.767338617479424,0.000105595404206451,0.630642028308797,0.031810880197461,0.0713963536944223,0.999998125217583,"chr5:80448404:80449591:clu_34356:ENSG00000039319.16",5,"chr5","80448404","80449591","clu_34356","ENSG00000039319.16","ENSG00000039319"
0.00167417441279547,0.251505948149328,-7.05546014926016e-05,0.840796489357756,0.059932410268144,0.2065783242761,0.99999560369377,"chr5:79758902:79761811:clu_34336:ENSG00000164309.14",5,"chr5","79758902","79761811","clu_34336","ENSG00000164309.14","ENSG00000164309"
0.00102311245383423,0.373240468461101,-0.000194882422887082,0.363536508915896,0.0355511926991779,0.104066817657185,0.999996484540453,"chr5:78781974:78839356:clu_34318:ENSG00000113273.15",5,"chr5","78781974","78839356","clu_34318","ENSG00000113273.15","ENSG00000113273"
0.00196754359821553,0.19500320247293,0.000305819994037397,0.245576894526788,0.0327896194345242,0.355909404913195,0.999994005713161,"chr5:80445405:80448026:clu_34356:ENSG00000039319.16",5,"chr5","80445405","80448026","clu_34356","ENSG00000039319.16","ENSG00000039319"
0.00266793332975026,0.0379496526316807,-0.000191991493064225,0.40180796261241,0.0321639083724402,0.0743036315065696,0.999988191352158,"chr5:159097130:159099345:clu_35307:ENSG00000164330.16",5,"chr5","159097130","159099345","clu_35307","ENSG00000164330.16","ENSG00000164330"
0.00216949257991296,0.126467050223155,-2.77286644996879e-05,0.920837669531252,0.0392594810025039,0.159969348669862,0.999993885578397,"chr5:97165147:97167467:clu_34542:ENSG00000058729.10",5,"chr5","97165147","97167467","clu_34542","ENSG00000058729.10","ENSG00000058729"
-0.00181226446825783,0.151308180632521,-0.000454379696707645,0.0286231674941739,0.0281130854037189,0.158019600261215,0.999987229628259,"chr5:96757336:96757444:clu_34526:ENSG00000153113.23",5,"chr5","96757336","96757444","clu_34526","ENSG00000153113.23","ENSG00000153113"
-0.00054300142065267,0.779685182212464,-0.000128610253640249,0.562580683686699,0.015190561716825,0.512883570842138,0.999997925930486,"chr5:96754741:96757178:clu_34526:ENSG00000153113.23",5,"chr5","96754741","96757178","clu_34526","ENSG00000153113.23","ENSG00000153113"
-0.00319726947022104,0.053724856611995,-0.000102391576350579,0.730745095215131,0.0332981422868423,0.256083242561766,0.999992295058134,"chr5:77413309:77418229:clu_34300:ENSG00000113231.13",5,"chr5","77413309","77418229","clu_34300","ENSG00000113231.13","ENSG00000113231"
-0.0044365318025447,0.0251798549459451,-0.000272865226767975,0.485792162752688,0.0396995733918549,0.460918369582597,0.999990822308319,"chr5:122391191:122403793:clu_34684:ENSG00000064692.18",5,"chr5","122391191","122403793","clu_34684","ENSG00000064692.18","ENSG00000064692"
-0.00345814550424005,0.00985848699092391,-0.000333714334576909,0.146500385110097,0.0306530663489644,0.166723537575006,0.999988471123214,"chr5:122827459:122827575:clu_34691:ENSG00000205302.6",5,"chr5","122827459","122827575","clu_34691","ENSG00000205302.6","ENSG00000205302"
0.000672556214009403,0.617071806312434,0.000149610740689514,0.568025230617345,0.0406565920129887,0.261315442480599,0.999997984824873,"chr5:122795383:122799692:clu_34689:ENSG00000205302.6",5,"chr5","122795383","122799692","clu_34689","ENSG00000205302.6","ENSG00000205302"
-0.00515200779150942,0.000121772524001954,-0.000146533969129607,0.585415296857953,0.0411694774696053,0.210578622401767,0.999977379952435,"chr5:122451601:122463491:clu_34688:ENSG00000064692.18",5,"chr5","122451601","122463491","clu_34688","ENSG00000064692.18","ENSG00000064692"
0.00374147583705236,0.000688814249884371,-6.19728157891469e-06,0.979362938150229,0.0473557284357986,0.0235213625052369,0.999982099155056,"chr5:122826193:122827379:clu_34691:ENSG00000205302.6",5,"chr5","122826193","122827379","clu_34691","ENSG00000205302.6","ENSG00000205302"
0.00273153649861336,0.0170387604589798,-0.000397169076472037,0.0952864911684165,0.0434431635326992,0.0368652069159641,0.999989908379375,"chr5:122799855:122801869:clu_34689:ENSG00000205302.6",5,"chr5","122799855","122801869","clu_34689","ENSG00000205302.6","ENSG00000205302"
-0.000443852501094976,0.747440920235698,-0.000295261320111308,0.328541216210751,0.0490522981206126,0.235455840380976,0.999997307335931,"chr5:82178587:82252562:clu_34392:ENSG00000152348.15",5,"chr5","82178587","82252562","clu_34392","ENSG00000152348.15","ENSG00000152348"
0.000850697888620845,0.569865629658388,0.000341105572065753,0.321613867066145,0.0533844159085006,0.100515133147645,0.999997264514566,"chr5:81254491:81254993:clu_34378:ENSG00000131730.15",5,"chr5","81254491","81254993","clu_34378","ENSG00000131730.15","ENSG00000131730"
0.00300489416827842,0.0193444281350045,-2.06414756628821e-05,0.922663049853935,0.0279030914010286,0.200887579063366,0.99999086308729,"chr5:81239355:81301287:clu_34375:ENSG00000247572.7",5,"chr5","81239355","81301287","clu_34375","ENSG00000247572.7","ENSG00000247572"
-0.00108697691796695,0.328174126847116,-0.000329377277616833,0.161247953102234,0.0452997450428058,0.104816081291359,0.999994332559335,"chr5:81233377:81251113:clu_34376:ENSG00000131730.15",5,"chr5","81233377","81251113","clu_34376","ENSG00000131730.15","ENSG00000131730"
-0.000998694949819117,0.423496112706256,-4.21321367616741e-05,0.872582620736409,0.045090298006256,0.179610764328852,0.999997671888663,"chr5:82178587:82276145:clu_34392:ENSG00000152348.15",5,"chr5","82178587","82276145","clu_34392","ENSG00000152348.15","ENSG00000152348"
0.0014313480480763,0.476892933814852,0.000934828932671466,0.0245268283063952,0.0480716527723829,0.613651773909223,0.999990907584982,"chr5:173056479:173080585:clu_35406:ENSG00000164463.12",5,"chr5","173056479","173080585","clu_35406","ENSG00000164463.12","ENSG00000164463"
0.000537592066036971,0.689313733814463,0.000608195299941876,0.0306220407430664,0.0439789115622976,0.0306074595365421,0.999991584122461,"chr5:172339916:172346136:clu_35395:ENSG00000174705.12",5,"chr5","172339916","172346136","clu_35395","ENSG00000174705.12","ENSG00000174705"
0.00154470760205225,0.449366072755121,8.25844927650701e-05,0.804033682213945,0.0289493217405423,0.584404899171075,0.999997531045332,"chr5:154452495:154453402:clu_35265:ENSG00000164576.11",5,"chr5","154452495","154453402","clu_35265","ENSG00000164576.11","ENSG00000164576"
0.00226857483859836,0.0353313304241247,-0.000181145937066639,0.431052636360494,0.0455585568164166,0.00194600777107791,0.999991745303707,"chr5:154823592:154830801:clu_35278:ENSG00000170271.10",5,"chr5","154823592","154830801","clu_35278","ENSG00000170271.10","ENSG00000170271"
-0.00131344278591453,0.321104891565532,0.00034477134626914,0.111712867142113,0.0281301216506069,0.28066881532839,0.99999426923462,"chr5:119477894:119478834:clu_34674:ENSG00000133835.14",5,"chr5","119477894","119478834","clu_34674","ENSG00000133835.14","ENSG00000133835"
-0.000413096700298783,0.776952658810529,0.000406623813238882,0.0720232634470593,0.0253237056784107,0.262390551200675,0.999993973335452,"chr5:115271626:115275216:clu_34630:ENSG00000164221.12",5,"chr5","115271626","115275216","clu_34630","ENSG00000164221.12","ENSG00000164221"
-0.00213061171214574,0.0846229502432904,-1.66294695860917e-05,0.94764233291067,0.0421718259127295,0.0399974687602158,0.999993270713231,"chr5:116092695:116134068:clu_34641:ENSG00000145781.8",5,"chr5","116092695","116134068","clu_34641","ENSG00000145781.8","ENSG00000145781"
-4.39030239105773e-06,0.997368891804933,-7.45748570508935e-05,0.755528237354062,0.0335767347597904,0.215312441641327,0.999998490734594,"chr5:73565912:73567262:clu_34252:ENSG00000164338.9",5,"chr5","73565912","73567262","clu_34252","ENSG00000164338.9","ENSG00000164338"
