"causal_effect","causal_pvalue","pleiotropy_effect","pleiotropy_pvalue","sigma_cisSNP","sigma_error_1","sigma_error_2","transcript","Chromosome","chr","start","end","cluster","gene","ENSEMBL"
0.00102332955343252,0.395271124485772,7.41578424638254e-05,0.779767102682329,0.049149604643994,0.089641485537641,0.999997386503848,"chr9:132400258:132406790:clu_51984:ENSG00000125482.12",9,"chr9","132400258","132406790","clu_51984","ENSG00000125482.12","ENSG00000125482"
-0.0042205897794204,0.0378219629884155,9.96670377551711e-05,0.803856220966781,0.0412189044115806,0.607504394467463,0.999992085835303,"chr9:133357182:133357711:clu_52036:ENSG00000148291.9",9,"chr9","133357182","133357711","clu_52036","ENSG00000148291.9","ENSG00000148291"
-0.00247147600644285,0.137494876221079,0.000585493699994869,0.140716031369561,0.0591304456763967,0.482296615302731,0.999991496302951,"chr9:132910692:132911002:clu_52003:ENSG00000165699.13",9,"chr9","132910692","132911002","clu_52003","ENSG00000165699.13","ENSG00000165699"
0.00166048428487735,0.363737494551423,-0.000700762289406792,0.0609625385005498,0.0443452188166368,0.543838607548314,0.999992058666505,"chr9:133567062:133568273:clu_52068:ENSG00000197859.9",9,"chr9","133567062","133568273","clu_52068","ENSG00000197859.9","ENSG00000197859"
0.00246333929498586,0.168753122848651,0.000227857464713208,0.525167546828466,0.0413024847961479,0.506240572599866,0.999994168481526,"chr9:133257542:133258097:clu_52028:ENSG00000175164.13",9,"chr9","133257542","133258097","clu_52028","ENSG00000175164.13","ENSG00000175164"
-0.000979598212438057,0.633945514248651,0.00020760162477109,0.641390821179002,0.0483607636106804,0.661672190871906,0.999997942486808,"chr9:133433704:133436829:clu_52050:ENSG00000160323.18",9,"chr9","133433704","133436829","clu_52050","ENSG00000160323.18","ENSG00000160323"
-0.00153696002151514,0.149331733455962,-0.000107227208149171,0.661130589805433,0.0529980410943974,0.0348287791316345,0.999995479401884,"chr9:133098762:133099466:clu_52015:ENSG00000160271.14",9,"chr9","133098762","133099466","clu_52015","ENSG00000160271.14","ENSG00000160271"
0.000819596518474537,0.656178712445203,0.000336359979573206,0.435599383802256,0.0553193588918861,0.49826791133743,0.999996785624914,"chr9:132910689:132911002:clu_52003:ENSG00000165699.13",9,"chr9","132910689","132911002","clu_52003","ENSG00000165699.13","ENSG00000165699"
0.000164598267443781,0.878151082053073,-0.000135076783393475,0.583893251901824,0.0527730854303094,0.000654367151676764,0.999998141308983,"chr9:133155936:133156015:clu_52024:ENSG00000148288.11",9,"chr9","133155936","133156015","clu_52024","ENSG00000148288.11","ENSG00000148288"
-0.002090767068613,0.323903999131545,0.000232801194891717,0.559320940070442,0.0376603234794661,0.665468279206931,0.999996388505657,"chr9:132900837:132901589:clu_52002:ENSG00000165699.13",9,"chr9","132900837","132901589","clu_52002","ENSG00000165699.13","ENSG00000165699"
-0.00059301541967618,0.787119535172187,0.000468349091567351,0.216712714533904,0.0335120918718652,0.584967282341891,0.999996366309304,"chr9:133256356:133257409:clu_52028:ENSG00000175164.13",9,"chr9","133256356","133257409","clu_52028","ENSG00000175164.13","ENSG00000175164"
0.0010938596508426,0.344663025817177,0.000267787404299799,0.297321774777189,0.0503789961830211,0.147166111221855,0.999995625775406,"chr9:69065035:69099901:clu_50697:ENSG00000165060.11",9,"chr9","69065035","69099901","clu_50697","ENSG00000165060.11","ENSG00000165060"
-0.0017664192890239,0.130077398636925,-0.000127012883594691,0.574107070503492,0.0399469209353894,0.202859146981523,0.999994810796287,"chr9:69065035:69072612:clu_50697:ENSG00000165060.11",9,"chr9","69065035","69072612","clu_50697","ENSG00000165060.11","ENSG00000165060"
-0.000566696272340245,0.656558107413946,-0.000230154383597751,0.393307672858944,0.0456632602328979,0.194304108310397,0.999997526991587,"chr9:69377744:69383630:clu_50706:ENSG00000135063.17",9,"chr9","69377744","69383630","clu_50706","ENSG00000135063.17","ENSG00000135063"
2.61730544509418e-05,0.985989844003692,-0.000731074374562255,0.00184310870196895,0.0272885888974995,0.412154106067943,0.999985266059887,"chr9:69248224:69251035:clu_50702:ENSG00000119139.17",9,"chr9","69248224","69251035","clu_50702","ENSG00000119139.17","ENSG00000119139"
