"causal_effect","causal_pvalue","pleiotropy_effect","pleiotropy_pvalue","sigma_cisSNP","sigma_error_1","sigma_error_2","gene","Chromosome","ENSEMBL"
-0.00063679799750039,0.599518214793307,3.1410579887213e-05,0.895933831936437,0.0398544292364673,0.100875707963559,0.999998227126646,"ENSG00000124831.18",2,"ENSG00000124831"
-0.00425876327473508,0.0111489303629048,0.000133164854773185,0.594956949588641,0.0306863300410254,0.323546700152929,0.999985979475317,"ENSG00000170264.12",2,"ENSG00000170264"
0.000965248175478068,0.588862450811504,-0.000363773482191329,0.48252395149771,0.0851701234910617,0.550491319798119,0.999997819497463,"ENSG00000273302.1",2,"ENSG00000273302"
0.107688784619803,8.62885188081881e-82,-0.000212000704572955,0.822989050563108,0.00290636986217712,0.88225957632141,0.998988930709658,"ENSG00000226622.5",2,"ENSG00000226622"
-0.00285626374807601,0.117112001903206,-0.00142924049311225,0.171534437098331,0.32917206178541,0.00999746508966345,0.99999514757142,"ENSG00000173209.22",2,"ENSG00000173209"
-0.00164121742064308,0.131978524798281,-0.000219822586458349,0.353847798152335,0.0520564663697526,0.333446677534684,0.99999337696208,"ENSG00000082898.16",2,"ENSG00000082898"
0.00214254497623906,0.0893887577282659,-5.87114781846049e-05,0.795360956029766,0.0334902528763942,0.228364292922181,0.999994362970845,"ENSG00000115464.14",2,"ENSG00000115464"
0.00177954835556626,0.284050736351434,-0.000439187823728159,0.160894467115742,0.0373369673669893,0.460765039619948,0.999995066910609,"ENSG00000212978.6",2,"ENSG00000212978"
-0.00103987441543503,0.419562434938653,-6.20104565024555e-05,0.795759880352826,0.036129601586522,0.214746804251269,0.99999758583082,"ENSG00000128710.5",2,"ENSG00000128710"
-0.00148003589512475,0.320210702908589,0.000740095648534141,0.000985880881918248,0.0244634300149098,0.231762596669414,0.999983272556593,"ENSG00000128709.12",2,"ENSG00000128709"
-0.000998842165221526,0.406791018851837,-4.27055464481238e-05,0.853127161817622,0.0378360470138901,0.180877204896075,0.999997625126321,"ENSG00000115966.16",2,"ENSG00000115966"
-0.000366977577174288,0.806108625142331,0.000380844824289239,0.263482476960149,0.0562136371834331,0.343183013494961,0.999996711592553,"ENSG00000154518.9",2,"ENSG00000154518"
-0.00135145855959014,0.245137855031978,0.000268972263471211,0.201858059059393,0.0333022939344833,0.0496569130110079,0.999994415218313,"ENSG00000170178.6",2,"ENSG00000170178"
-0.00198764536326125,0.19588095260231,-1.64464040105794e-05,0.951383927741249,0.0319292154797666,0.340827778484155,0.999996146911948,"ENSG00000272944.1",2,"ENSG00000272944"
0.0011679776403943,0.459173878910301,-0.000240736091132869,0.388676520316484,0.0331136345645303,0.320638402671424,0.9999972441223,"ENSG00000116106.11",2,"ENSG00000116106"
-0.00159597969193758,0.313823094972238,-9.92136818612535e-05,0.800932673913633,0.0634787850365321,0.238666761787191,0.999997046178469,"ENSG00000226819.1",2,"ENSG00000226819"
0.000709476194184336,0.584049210865656,0.000509191088475211,0.0947753688031487,0.0563094032820828,0.138466714151524,0.99999270280149,"ENSG00000066248.14",2,"ENSG00000066248"
0.00329515763488863,0.0117141185405945,-0.000107354375615704,0.687952600239708,0.0436219496292976,0.23664014288846,0.999989388718929,"ENSG00000115474.6",2,"ENSG00000115474"
2.33345709877206e-05,0.987122485130382,-0.000190135861092738,0.519130095245963,0.0427997244162963,0.145693539256444,0.99999784592264,"ENSG00000163283.6",2,"ENSG00000163283"
-0.00169503192613336,0.256225960272167,0.000101918022085847,0.709268658173738,0.0353314132730017,0.299419689981462,0.999996698259551,"ENSG00000115282.19",2,"ENSG00000115282"
1.06944094530741e-05,0.992092770806798,-0.000181448117211825,0.335516906304477,0.0309913895884379,0.0600698904002006,0.99999733778649,"ENSG00000237737.5",2,"ENSG00000237737"
0.000834578799323411,0.515934212358056,-0.000343523143348276,0.193106697160951,0.0445436501595545,0.245036440779557,0.999995391901387,"ENSG00000225328.1",2,"ENSG00000225328"
-0.00385065748920948,0.0492245715416248,0.000506225737865188,0.33715457914343,0.0724709201597938,0.492083431868327,0.999993179494049,"ENSG00000135968.20",2,"ENSG00000135968"
0.00108451198905813,0.386132657793297,0.000173280930117978,0.492098607837739,0.0416054740037495,0.160293206346249,0.999996384867575,"ENSG00000187123.14",2,"ENSG00000187123"
0.00182224642282715,0.191176258408349,-0.000206790128472942,0.364283009808363,0.0281065216232929,0.186605196476193,0.999995795073336,"ENSG00000236501.5",2,"ENSG00000236501"
0.00274534517359888,0.0122676898598393,0.000178223165646697,0.366166171285136,0.0325662785099093,0.0201212024559966,0.999987816374891,"ENSG00000128714.5",2,"ENSG00000128714"
0.00135043836910939,0.339619305511205,9.23333778457726e-07,0.997369103069717,0.0406528099500449,0.300115668441278,0.999997290926753,"ENSG00000128654.13",2,"ENSG00000128654"
0.00287997440931913,0.0813104243190478,-5.92143421152201e-05,0.84404937453264,0.0357715846663439,0.4328043933276,0.999994013768542,"ENSG00000224189.6",2,"ENSG00000224189"
0.00172465166382428,0.224216826971307,0.00044767765387812,0.11392114281277,0.0411217204147273,0.271159618378327,0.999991694794146,"ENSG00000128645.14",2,"ENSG00000128645"
0.000372762970206142,0.780593201407486,-9.2427940917351e-05,0.714668095028331,0.0368102752645249,0.226268975493789,0.999998281704112,"ENSG00000226363.3",2,"ENSG00000226363"
0.00133961517488641,0.524098862606479,-0.000336631962384374,0.467828391812121,0.0518974575309423,0.593070396886924,0.999996279391231,"ENSG00000229727.6",2,"ENSG00000229727"
0.0029209183612898,0.182503383719163,0.000467101878657805,0.346634192424374,0.0523359335694436,0.550790526676158,0.999996046290052,"ENSG00000235576.1",2,"ENSG00000235576"
-0.00238159521745252,0.0475551801505545,-0.000243161365376254,0.260842087783225,0.0330631784074972,0.0281816946817369,0.999990372004648,"ENSG00000168906.12",2,"ENSG00000168906"
0.00291419786497246,0.0432826890207899,5.32895876899613e-05,0.857333590582393,0.0437812491407774,0.197090196856941,0.999992282317808,"ENSG00000132305.20",2,"ENSG00000132305"
-0.00292865671846547,0.0323279221533038,-0.000173820588955595,0.596030747908426,0.0590890991744503,0.103755870871234,0.999990133057574,"ENSG00000273080.1",2,"ENSG00000273080"
-0.00043863773710055,0.69849055922877,-6.72429063062822e-05,0.830410964642654,0.0784121659582832,0.142564671456065,0.999998337104163,"ENSG00000185414.19",2,"ENSG00000185414"
0.00296972486822406,0.00695246948500956,8.08551617812046e-05,0.760930645243699,0.059155761598001,0.0678444891654417,0.999988408627052,"ENSG00000273306.1",2,"ENSG00000273306"
4.69123027657446e-05,0.969981508723779,0.000711658643898203,0.105835809242784,0.125854941570974,0.141661973055985,0.999994507006713,"ENSG00000135951.14",2,"ENSG00000135951"
-0.000260962145137245,0.832149225941506,7.50728906167386e-05,0.867149489574205,0.134181366561821,0.181883505513427,0.999998536282096,"ENSG00000144182.16",2,"ENSG00000144182"
0.00600170457752082,6.24312421128848e-06,-0.000284356675275621,0.301945580813214,0.0426292178633756,0.219966059694798,0.999969103950263,"ENSG00000144214.9",2,"ENSG00000144214"
0.00135982854711661,0.158754104385587,0.000121080463238753,0.68486934961183,0.0958652304548209,0.0432329321796972,0.999995254119344,"ENSG00000273045.5",2,"ENSG00000273045"
-0.000753954361280398,0.543593592469688,-2.93676198536258e-06,0.991300129903572,0.0475708614365533,0.101303907799899,0.999998110882193,"ENSG00000115364.13",2,"ENSG00000115364"
-0.00306178297619801,0.0120081571317737,-5.66918781666543e-05,0.814596976098547,0.0394931010547515,0.0140038665403932,0.999989205981506,"ENSG00000082153.17",2,"ENSG00000082153"
0.000876359209733463,0.506112887132448,-1.47603319764038e-05,0.956834971644077,0.0435500304996787,0.249721046470879,0.999997878943872,"ENSG00000135632.11",2,"ENSG00000135632"
0.00111394373660577,0.607859294379637,0.000117864311160551,0.770107920185137,0.0366583342981319,0.653756270009098,0.999997985840704,"ENSG00000116016.13",2,"ENSG00000116016"
0.000741033823304096,0.627721582558538,-0.000185959521196015,0.531656313106806,0.0398587067654868,0.32131497635827,0.999997962534102,"ENSG00000182600.9",2,"ENSG00000182600"
0.000890811349395922,0.487416945119229,0.000353775324902345,0.183355999024267,0.0434357683352959,0.0839689266439508,0.999996089119502,"ENSG00000221944.6",2,"ENSG00000221944"
0.000756175598014008,0.519525047135758,-0.000152749928759028,0.538889447396808,0.0450432883230571,0.0536998851477314,0.99999729447169,"ENSG00000244122.2",2,"ENSG00000244122"
0.000132296652823411,0.93742967343812,-0.000479983794791762,0.219726421222978,0.0580301701429847,0.475860086535506,0.999996534703691,"ENSG00000085982.13",2,"ENSG00000085982"
-0.00151674781069077,0.245124465074828,0.000386767564205105,0.155472910400001,0.0439186905306723,0.0851455695617693,0.999995239913062,"ENSG00000132321.16",2,"ENSG00000132321"
0.00102384080111465,0.374733379964345,4.7180891644472e-05,0.870844039297525,0.0633044968368225,0.00244869258823982,0.999997539727837,"ENSG00000156966.6",2,"ENSG00000156966"
0.000162229515790923,0.905460694980381,-9.72110959120247e-05,0.711007940339505,0.038513113620629,0.306339035589047,0.999998411494642,"ENSG00000261829.1",2,"ENSG00000261829"
-0.00152877312444203,0.244929121105301,0.000371216668468821,0.255414860312219,0.0618658188217777,0.0684799232064101,0.99999357833054,"ENSG00000171596.6",2,"ENSG00000171596"
6.21292525755209e-05,0.953940654418042,0.000265466329717698,0.369666857391255,0.076588152114004,0.202256075383542,0.999997472234765,"ENSG00000237877.6",2,"ENSG00000237877"
9.21041407420718e-05,0.93998587393884,6.39761359906264e-05,0.75892236782817,0.0292540112313645,0.0298153660787964,0.999998491881475,"ENSG00000153823.18",2,"ENSG00000153823"
-0.001489375191761,0.211047444701856,0.000133758923121486,0.576473377444232,0.0421795707918404,0.0503999381139571,0.999995951300125,"ENSG00000238133.6",2,"ENSG00000238133"
-0.00319972594328718,0.0282871727227012,3.70387374347226e-05,0.894333496137512,0.0383752013173831,0.275171674912368,0.99999134365517,"ENSG00000091428.17",2,"ENSG00000091428"
-0.00354356822050692,0.121751894506706,-0.000227071239928745,0.631113413394501,0.0453387649496596,0.6295916183979,0.999994873263612,"ENSG00000271151.1",2,"ENSG00000271151"
-0.00183592659908735,0.217556284140997,0.000206117232581151,0.48335912150265,0.0408458542052942,0.363753738152817,0.999995709361445,"ENSG00000226853.2",2,"ENSG00000226853"
0.00292878625325105,0.0430351470167043,2.72138001752865e-05,0.921460789843734,0.038197939920747,0.313673514675718,0.999992274588857,"ENSG00000066032.18",2,"ENSG00000066032"
-0.000611514308761696,0.705379191490614,2.2813351519899e-06,0.993333436274099,0.031486674292998,0.41096710985683,0.999998401945688,"ENSG00000143954.12",2,"ENSG00000143954"
0.00080515581147064,0.526680123894872,-8.18827413741743e-05,0.732427196427102,0.0362269228071984,0.190932531053283,0.999997902361661,"ENSG00000115386.5",2,"ENSG00000115386"
0.00208083618492316,0.0382668122661316,0.000263670335720534,0.335377234281019,0.0744800238571725,0.0377005575134576,0.999989079142479,"ENSG00000138073.13",2,"ENSG00000138073"
0.000803125198961642,0.52523783528101,0.000366265852781887,0.152639997553112,0.0428571936066738,0.265593171744421,0.99999519473483,"ENSG00000138074.14",2,"ENSG00000138074"
0.00165447259596877,0.114928923586049,0.000367696237377266,0.124211845774261,0.0529687084055409,0.169028243436601,0.999990311509642,"ENSG00000171303.6",2,"ENSG00000171303"
0.000816949932227485,0.565303186612057,-0.000182169215890725,0.481749648335798,0.0356730567886387,0.302136239050743,0.999997598255291,"ENSG00000225378.1",2,"ENSG00000225378"
-0.0017802197624533,0.138954386026085,2.70080605703352e-05,0.908361739140918,0.0388841329830934,0.095900784626052,0.999995495281023,"ENSG00000204380.4",2,"ENSG00000204380"
-0.00162410626092351,0.22680312696898,-0.000150539029548588,0.38984440688221,0.018352722808231,0.198826358500453,0.999995511743156,"ENSG00000227331.1",2,"ENSG00000227331"
0.000209143903845295,0.8488487238209,5.49374707753279e-05,0.808761727863181,0.0429340658758457,0.0312275457699605,0.999998478416703,"ENSG00000186684.12",2,"ENSG00000186684"
0.00228978003532327,0.0204912776211493,-0.000109430752497238,0.580046474875571,0.041400538303452,0.17968095149505,0.999989875846957,"ENSG00000186854.10",2,"ENSG00000186854"
0.000841759714005277,0.350929147373937,9.34463903025858e-05,0.682581422312842,0.0644792664268829,0.058050583135698,0.999997321494233,"ENSG00000226121.2",2,"ENSG00000226121"
-0.000573733962533547,0.659847011898831,1.39242423649018e-05,0.949935973577468,0.0299562748234935,0.224943799976909,0.99999834465832,"ENSG00000229867.1",2,"ENSG00000229867"
-0.00228782589815114,0.117399891388604,-0.000162414062745825,0.62860950798498,0.05471546376618,0.37507900063856,0.999994050173134,"ENSG00000186132.14",2,"ENSG00000186132"
0.00134163758582983,0.203254846926107,7.57289937584568e-05,0.733782679874082,0.0446296132704721,0.00506309441358806,0.999996099960827,"ENSG00000279897.1",2,"ENSG00000279897"
0.00055714021203377,0.69219751935222,-3.98470206053206e-05,0.890653509459929,0.0438567229584888,0.306897871181605,0.999998336135681,"ENSG00000049323.15",2,"ENSG00000049323"
-0.000323893766803923,0.814275265504687,0.000138421406161293,0.499449462356308,0.0232117777235195,0.119289701338286,0.999997803172047,"ENSG00000158428.3",2,"ENSG00000158428"
0.00151249583148995,0.265349323766942,0.00034570282133886,0.194959880294572,0.0393107071215354,0.162956072469176,0.999995434337917,"ENSG00000171853.15",2,"ENSG00000171853"
-0.0024495639897751,0.146820945017895,-9.10424244259076e-05,0.75336963292296,0.0339693179785669,0.407155525232246,0.999995227525004,"ENSG00000114948.12",2,"ENSG00000114948"
0.000407124214047681,0.787486448359637,-0.00014521904765085,0.614567714604693,0.0385164710976077,0.351617745160328,0.999998220017468,"ENSG00000114942.13",2,"ENSG00000114942"
-0.00203860080510914,0.155593497587311,0.000253505987672175,0.353049449568102,0.0377767659390687,0.329480205863909,0.999994980344696,"ENSG00000118263.14",2,"ENSG00000118263"
0.000963600453111352,0.421622932272574,5.16323013876508e-05,0.819401057069425,0.0362887479929731,0.101541844551213,0.999997671557211,"ENSG00000228857.2",2,"ENSG00000228857"
0.00211584434893436,0.0567277329373329,-0.000483670678370819,0.0366513507914334,0.0438533170141661,0.0965948782617982,0.999986315516396,"ENSG00000228763.1",2,"ENSG00000228763"
0.00213207227637722,0.0801094876115637,8.98163684761088e-05,0.676077618959115,0.0316759581688442,0.0665237121935665,0.999994221410272,"ENSG00000236213.1",2,"ENSG00000236213"
-0.00223524603727355,0.2342450644485,-0.000231671222513277,0.448211746242274,0.0298359568818627,0.517138978841453,0.999995391162463,"ENSG00000232973.11",2,"ENSG00000232973"
-0.00153183130155427,0.251781700323829,0.000237861253633461,0.358597379013962,0.0391620697487036,0.204779528856307,0.999995073951832,"ENSG00000115828.15",2,"ENSG00000115828"
0.000334798398717374,0.778863082913473,0.000146809353631138,0.51806839850157,0.0371529317843957,0.122381721835827,0.999997986076438,"ENSG00000269210.2",2,"ENSG00000269210"
