"phenotype","causal_b","causal_se","causal_p"
"chr14:64220637:64221576:clu_19633:ENSG00000054654.16",0.0031537894452696,0.00522472147131059,0.546090830762832
"chr14:63283216:63290878:clu_19612:ENSG00000126785.12",-0.00420562753470769,0.00398280107556776,0.290992350726178
"chr14:64215354:64216248:clu_19630:ENSG00000054654.16",-0.00585943191891993,0.00458564059402298,0.201327617313299
"chr14:89412490:89416871:clu_20079:ENSG00000053254.15",-0.00628065122984617,0.00346166729004549,0.0696249613855771
"chr14:89980632:89984516:clu_20084:ENSG00000042088.13",0.00488705415943877,0.00324119108178623,0.131606808542419
"chr14:88872452:88875026:clu_20075:ENSG00000165533.18",0.00106025612605835,0.00483374693007436,0.826381647829708
"chr14:90292872:90298260:clu_20088:ENSG00000119720.17",0.00194995247148885,0.00294179737570222,0.50743052867824
"chr14:89797324:89931541:clu_20080:ENSG00000140025.15",-0.00887412777560943,0.00311031885281205,0.00432916197577693
"chr14:70329236:70359519:clu_19758:ENSG00000133983.14",0.00136442384980204,0.00540214112849228,0.800599790437897
"chr14:70978648:70988567:clu_19765:ENSG00000100731.15",0.00253195337024894,0.00424788262220247,0.551141363662642
"chr14:71650509:71658333:clu_19776:ENSG00000197555.9",0.016947811919292,0.00373291535675206,5.62273464022045e-06
"chr14:70329236:70359519:clu_19758:ENSG00000213463.4",0.000263743511666278,0.00528242183490193,0.960179348845493
"chr14:71576587:71587571:clu_19775:ENSG00000197555.9",0.00381159376258703,0.00379111703661374,0.314703683913543
"chr14:69703592:69704604:clu_19748:ENSG00000100647.7",-0.00381941594031127,0.00363251326696517,0.293050715214649
"chr14:71011549:71012985:clu_19765:ENSG00000100731.15",0.00476880024232051,0.00389652112159897,0.221004667481634
"chr14:70375771:70388470:clu_19759:ENSG00000213463.4",-0.00544700870233886,0.00380994447893043,0.15280833435954
"chr14:20693650:20699355:clu_18858:ENSG00000214274.9",-0.00202542372589337,0.002549647294684,0.426966275717259
"chr14:20318470:20325539:clu_18828:ENSG00000100814.17",0.00480499858565091,0.00303872102922493,0.113819310684239
"chr14:21088098:21088830:clu_18883:ENSG00000165801.9",-0.00093248846971183,0.00289309917020539,0.747214277312939
"chr14:20353003:20354085:clu_18834:ENSG00000129484.13",0.00480977376564817,0.00353869989766594,0.174085650534855
"chr14:20345126:20345394:clu_18832:ENSG00000129484.13",-0.00422198809374685,0.00179035697037422,0.0183646725420552
"chr14:21076456:21076563:clu_18878:ENSG00000165801.9",-0.00325148860571088,0.00335359796570337,0.332269701284055
"chr14:20313801:20316227:clu_18827:ENSG00000100814.17",0.00431616574576727,0.00401049241784277,0.28182959115268
"chr14:20345087:20345394:clu_18832:ENSG00000129484.13",0.0039748353964706,0.00175098296010055,0.0232039768773709
"chr14:19347934:19381177:clu_18816:ENSG00000274827.4",-0.00918865793133132,0.00761798695404731,0.227748375762567
"chr14:70373131:70375676:clu_19758:ENSG00000213463.4",-0.0137989161244005,0.00372277169973789,0.000210040153644342
"chr14:70342729:70353136:clu_19758:ENSG00000133983.14",-0.01158716158406,0.00191401944414462,1.41435796408018e-09
"chr14:70342729:70353136:clu_19758:ENSG00000213463.4",-0.0116571745379419,0.00191263134148464,1.09549636029271e-09
"chr14:69387083:69394825:clu_19742:ENSG00000100632.10",-0.011921281181758,0.0035017858898744,0.000663233518999329
"chr14:70373131:70375676:clu_19758:ENSG00000133983.14",-0.0138043914315347,0.00369214034965516,0.000184857515626247
"chr14:69394912:69398231:clu_19742:ENSG00000100632.10",0.00952973960918272,0.00370463924968911,0.0101001987353445
"chr14:70995925:71009634:clu_19765:ENSG00000100731.15",-0.00652056768732371,0.00475297725340917,0.170097309001996
"chr14:50822077:50830464:clu_19418:ENSG00000100503.23",0.000631215288588438,0.00293198421245114,0.829544308098046
"chr14:50806818:50821874:clu_19418:ENSG00000100503.23",-0.000414229442974562,0.00276558025937938,0.880937951747246
"chr14:52440724:52455324:clu_19444:ENSG00000087301.8",-0.00197325879788465,0.0033539801121536,0.556308476121693
"chr14:52721190:52723759:clu_19456:ENSG00000100519.11",-0.0193257217301645,0.00381926888590449,4.19129166928656e-07
"chr14:54702580:54737024:clu_19485:ENSG00000020577.13",0.00581586982456496,0.00360006960712809,0.106205022377162
"chr14:52756611:52757319:clu_19458:ENSG00000198252.11",0.00472191557072594,0.00317965107850793,0.137532684186226
"chr14:52750780:52756551:clu_19458:ENSG00000198252.11",-0.00689547591182045,0.00318145125785599,0.0302044042597622
"chr14:45218454:45223918:clu_19336:ENSG00000129534.13",-0.00522949754971391,0.00471664834721032,0.267545941538559
"chr14:69769251:69769511:clu_19750:ENSG00000100650.15",0.00822365263889353,0.0074580612204876,0.270177939379585
"chr14:71292902:71295263:clu_19771:ENSG00000259146.3",0.0103731309728223,0.00407502762903276,0.0109110001971808
"chr14:70988699:70995741:clu_19765:ENSG00000100731.15",-0.00231029239984564,0.0036562826470803,0.527472349263829
"chr14:71672622:71685362:clu_19777:ENSG00000197555.9",0.00672764330418048,0.00546904316955096,0.21864779564764
"chr14:94055184:94060098:clu_20192:ENSG00000089737.16",0.0100414576476597,0.0032221678460292,0.00183094230712955
"chr14:93937851:93939108:clu_20188:ENSG00000100628.11",-0.00277725673896114,0.00333884132625892,0.4055204026818
"chr14:93939672:93947349:clu_20188:ENSG00000100628.11",0.000833691854340052,0.00346168719205069,0.809683803482442
