"phenotype","causal_b","causal_se","causal_p"
"chr6:133446754:133461114:clu_33034:ENSG00000112319.17",-0.00131142237447503,0.00419050088628311,0.754317720908002
"chr6:133768923:133845877:clu_33044:ENSG00000227954.6",0.00462453727654113,0.00325014071620118,0.154772991901241
"chr6:133768927:133845877:clu_33044:ENSG00000227954.6",-0.00289162405826709,0.00302127044003067,0.338522443137768
"chr6:137011452:137016968:clu_33105:ENSG00000016402.13",0.00144923565516442,0.00293349472033272,0.621284689665271
"chr6:136826469:136845615:clu_33102:ENSG00000112357.12",0.00351027358028472,0.00349008100267334,0.314518665383183
"chr6:137867494:137871213:clu_33112:ENSG00000118503.14",-0.000694198707722025,0.00309849970107489,0.822723457867492
"chr6:137867518:137871213:clu_33112:ENSG00000118503.14",0.00119441149950791,0.002858190703795,0.676026984939805
"chr6:52978592:52982574:clu_32259:ENSG00000170899.10",0.00342071654493389,0.00406537692100409,0.400108952457539
"chr6:169638660:169658276:clu_33480:ENSG00000184465.15",-0.00911849563284497,0.00389518393281023,0.0192338857735589
"chr6:169636504:169638539:clu_33480:ENSG00000184465.15",0.00716433243941885,0.0029682997863861,0.0157951490631352
"chr6:169613656:169632947:clu_33479:ENSG00000184465.15",0.00621738355033527,0.00312518654530853,0.0466522196419485
"chr6:169689012:169689127:clu_33489:ENSG00000184465.15",0.00373662798445843,0.00322058782056531,0.245954496132932
"chr6:169457634:169572419:clu_33478:ENSG00000184465.15",0.00156788316390894,0.00312991175799604,0.616416685448151
"chr6:170567505:170569612:clu_33515:ENSG00000112592.13",-0.000273933685071805,0.0054802943938343,0.960134171545377
"chr6:169659207:169659451:clu_33481:ENSG00000184465.15",-0.000782732178261495,0.00286193237732565,0.784470591487589
"chr6:169572540:169582836:clu_33478:ENSG00000184465.15",-0.0026597837040031,0.00260925558240208,0.308029736362585
"chr6:169659518:169660663:clu_33481:ENSG00000184465.15",0.000852564277463093,0.00292535155370089,0.770714872892957
"chr6:170404601:170404763:clu_33513:ENSG00000112584.13",0.0015073520090493,0.00393926937946929,0.70198106510786
"chr6:169659207:169660663:clu_33481:ENSG00000184465.15",0.00301556595047903,0.00266450065235212,0.257736817731896
"chr6:169634525:169638539:clu_33480:ENSG00000184465.15",-0.0028673281094436,0.00295825751253631,0.332414228129919
"chr6:169667187:169667982:clu_33485:ENSG00000184465.15",-0.0113030411601553,0.003586024479858,0.00162172999328936
