"phenotype","causal_b","causal_se","causal_p"
"chr15:25089866:25091590:clu_16994:ENSG00000224078.13",-0.00237998430193077,0.00346282526720544,0.491896519710538
"chr15:25411971:25438489:clu_17006:ENSG00000114062.18",-0.0061013629892715,0.00276139737758237,0.0271384864387008
"chr15:25053967:25056483:clu_16987:ENSG00000224078.13",-0.00337457236557869,0.00259361679412753,0.193221911309526
"chr15:24959465:24962114:clu_16981:ENSG00000128739.21",-0.00222783656731647,0.00367051312961873,0.543880727386234
"chr15:25103970:25105700:clu_16997:ENSG00000224078.13",0.00971947116680737,0.0034838060924908,0.00527242977690212
"chr15:72346710:72348048:clu_18089:ENSG00000213614.9",-0.00279707758735888,0.00407601734034628,0.492569288010476
"chr15:72351234:72355559:clu_18090:ENSG00000213614.9",0.00863887447044563,0.00479692053587397,0.0717153475810601
"chr15:73178427:73236347:clu_18108:ENSG00000067141.16",0.00616298376580642,0.00449137614384447,0.170006907602191
"chr15:72347758:72348048:clu_18089:ENSG00000213614.9",-0.00486287361279111,0.00389541196890736,0.211899520496581
"chr15:71938927:71951777:clu_18067:ENSG00000066933.15",0.00289474105670262,0.0039567334608261,0.464413541864272
"chr15:72775097:72783459:clu_18106:ENSG00000159322.17",-0.000361244518190385,0.00504025451676674,0.942863034898353
"chr15:100580945:100602121:clu_18761:ENSG00000140471.16",0.00214947373992204,0.00238842880002448,0.368145246289643
"chr15:99813086:99876953:clu_18748:ENSG00000259363.5",0.00271429510507413,0.0026721073714545,0.309730262059562
"chr15:100380827:100399769:clu_18754:ENSG00000259430.1",-0.00368489466305925,0.00300278809818731,0.219763308675897
"chr15:101285801:101286214:clu_18786:ENSG00000131876.16",0.00257228480763669,0.00326485829961624,0.430772589557317
"chr15:100399925:100408567:clu_18754:ENSG00000259430.1",-0.00214559607730324,0.00277502403042106,0.439415221614968
"chr15:100426083:100437778:clu_18754:ENSG00000259430.1",-0.00194396352590541,0.00258190867686638,0.451499654343454
"chr15:101285801:101286908:clu_18786:ENSG00000131876.16",-0.00238123725390467,0.00398886834743146,0.550526988974047
"chr15:60428687:60431934:clu_17789:ENSG00000128915.11",-0.00820191522760476,0.00310909733052058,0.00833873697439069
"chr15:89793126:89797575:clu_18572:ENSG00000166825.13",0.00191310572263943,0.00417787659794294,0.647014651668337
"chr15:89322015:89322742:clu_18535:ENSG00000140521.12",-0.00324080020664998,0.00355432413420481,0.361878830479624
"chr15:89901803:89903216:clu_18581:ENSG00000242498.7",-0.00370711662343565,0.00382927403811683,0.332994895828708
"chr15:88464873:88465587:clu_18505:ENSG00000259494.1",-0.00181109881120283,0.0042313550637442,0.668637554471191
"chr15:89319408:89320766:clu_18534:ENSG00000140521.12",-0.00183702594575784,0.00355143540928194,0.604972615906953
"chr15:89318749:89318931:clu_18533:ENSG00000140521.12",-0.00109627222421755,0.00315426307920282,0.728176235354024
"chr15:89889140:89893881:clu_18581:ENSG00000157823.16",0.00715065963088201,0.00352952779548306,0.0427695372053997
"chr15:89901803:89903216:clu_18581:ENSG00000157823.16",-0.00769471875579283,0.00392393219097806,0.0498823606402267
"chr15:89319099:89319228:clu_18533:ENSG00000140521.12",0.00101454969598172,0.00312228373728312,0.745227738560162
"chr15:89633292:89633686:clu_18554:ENSG00000166813.14",-0.00184551678684783,0.00293279773147673,0.529173388778211
"chr15:88639594:88652110:clu_18515:ENSG00000172183.14",0.00119935654028821,0.00265333283318138,0.651255379980321
"chr15:89322902:89323404:clu_18535:ENSG00000140521.12",0.00243499242319412,0.00344614552312249,0.479824830142689
"chr15:89889140:89893881:clu_18581:ENSG00000242498.7",0.0047506097239847,0.00348312219218687,0.172600905558116
"chr15:101048657:101049644:clu_18777:ENSG00000154237.12",-0.00112327126406563,0.00293767249508258,0.702188597481624
"chr15:101307325:101313376:clu_18788:ENSG00000140479.16",0.00118482667886768,0.00335197088859001,0.723734879240262
"chr15:101046152:101048494:clu_18777:ENSG00000154237.12",0.00257755601993289,0.00287311195408836,0.369649349280809
"chr15:101661816:101671486:clu_18796:ENSG00000185418.15",-0.00301204743707511,0.00280241359983004,0.282462155217832
"chr15:101671586:101671671:clu_18796:ENSG00000185418.15",0.00700369970060021,0.00319590307380552,0.0284183866981264
"chr15:100576702:100580263:clu_18760:ENSG00000140471.16",0.00643074151642889,0.00293640461984625,0.028523856497685
"chr15:89327349:89328456:clu_18540:ENSG00000140521.12",0.00240353765670269,0.00284150938123245,0.397627210519068
"chr15:89321260:89321736:clu_18534:ENSG00000140521.12",-0.000207370215790206,0.00315979507974949,0.947674201917805
"chr15:61863528:61868659:clu_17803:ENSG00000129003.15",0.00279507904755059,0.00419178722743987,0.504900605335235
"chr15:91014433:91022154:clu_18653:ENSG00000184056.14",0.00500692317946711,0.00308822379710358,0.104954291172037
"chr15:90945063:90946684:clu_18638:ENSG00000140553.17",0.012949796482415,0.00309238797847131,2.81874610214006e-05
"chr15:91014433:91017805:clu_18653:ENSG00000184056.14",0.0147846432971278,0.00308114018916008,1.59912161001863e-06
"chr15:57990872:57992705:clu_17743:ENSG00000128918.14",0.0069744235301993,0.00351239347472785,0.0470709532048104
"chr15:56666535:56666800:clu_17709:ENSG00000137871.19",-0.00596730015996168,0.00411920062337043,0.147433981732724
