"phenotype","causal_b","causal_se","causal_p"
"chr10:11257872:11270666:clu_8755:ENSG00000048740.18",0.00813808482695516,0.00344580132280378,0.0181894223615007
"chr10:10846156:10919964:clu_8752:ENSG00000048740.18",0.00310336401201705,0.00266523123539116,0.244266695305914
"chr10:88285506:88309387:clu_9834:ENSG00000184719.11",0.0142998095127898,0.00380635307533201,0.0001720814585362
"chr10:17215364:17216167:clu_8882:ENSG00000229124.6",-0.00169399439004226,0.00309700751948851,0.58439397724391
"chr10:17708951:17714543:clu_8895:ENSG00000136738.14",0.0036635974160247,0.00283687949228986,0.196558750829754
"chr10:10919999:11165486:clu_8753:ENSG00000048740.18",-0.00784515968990875,0.00297685531547835,0.0084041911482905
"chr10:10798817:10846063:clu_8752:ENSG00000048740.18",-0.000316051202278877,0.00247047982786105,0.898203498899166
"chr10:11266677:11270666:clu_8755:ENSG00000048740.18",-0.00254350787425029,0.00301950074741089,0.399586248717473
"chr10:17696869:17700191:clu_8893:ENSG00000136738.14",-0.000471587840422705,0.00281119500265866,0.86677719453445
"chr10:17161548:17162166:clu_8881:ENSG00000107614.21",0.000359869339874072,0.0035020795574065,0.918154439602858
"chr10:17644379:17660464:clu_8891:ENSG00000136738.14",0.00232753864092162,0.0031220314625248,0.455957087384456
"chr10:17594383:17599290:clu_8890:ENSG00000165996.13",-0.00509548412226935,0.00334913155313234,0.128150849249537
"chr10:17700279:17704431:clu_8893:ENSG00000136738.14",0.00211044366838076,0.00299586162964332,0.481150718995121
"chr10:68936079:68936936:clu_9454:ENSG00000107625.12",0.00276594807992385,0.00307178643228081,0.367888098091676
"chr10:69415139:69415932:clu_9470:ENSG00000075073.14",-0.0109802969495605,0.00511177169548544,0.0317104711049974
"chr10:70095753:70100208:clu_9488:ENSG00000099284.13",0.00913381318973249,0.0030064075190873,0.00238062715552045
"chr10:70100297:70109033:clu_9488:ENSG00000099284.13",-0.00569419604998135,0.00293269136273506,0.0521821347951693
"chr10:68934918:68936006:clu_9454:ENSG00000107625.12",-0.00218987304920777,0.00303438330937819,0.470487329256953
"chr10:69494821:69495594:clu_9471:ENSG00000099282.9",-0.00212511386548835,0.00407083690694774,0.601646898865331
"chr10:68404844:68407186:clu_9428:ENSG00000204130.12",-0.00426513519396112,0.00400498203469367,0.286895214782929
"chr10:68401737:68404671:clu_9428:ENSG00000204130.12",-0.00129846041935162,0.00415294640336433,0.754538952285226
"chr10:69889440:69894552:clu_9478:ENSG00000197467.13",0.0080946175378725,0.00302787240177901,0.00750937969222498
"chr10:70301508:70323863:clu_9496:ENSG00000172731.13",0.00243783404143201,0.00284790362176019,0.39199223607854
"chr10:68907007:68910307:clu_9450:ENSG00000107625.12",0.005206311655577,0.00337829166928341,0.123290550852615
"chr10:69947342:69953948:clu_9485:ENSG00000197467.13",0.00564383844670163,0.00345855605535364,0.10271147018022
"chr10:69498396:69504438:clu_9473:ENSG00000099282.9",-0.00429258995093809,0.00273290028077914,0.116250352627421
"chr10:17599411:17603560:clu_8890:ENSG00000165996.13",-0.000811454819153306,0.00337046108589277,0.809745132681662
"chr10:1001013:1005818:clu_8636:ENSG00000107937.18",0.000555734030918385,0.00297531331676104,0.851831808447586
"chr10:1096246:1103599:clu_8643:ENSG00000047056.14",0.00545584163204226,0.00356640412691973,0.126069254828443
"chr10:1005907:1007018:clu_8636:ENSG00000107937.18",0.000256685838157353,0.00307441794401462,0.933461234334363
"chr10:98387307:98388354:clu_10063:ENSG00000119943.12",0.00674328674709055,0.00246021369811887,0.00612645566538417
