"phenotype","causal_b","causal_se","causal_p"
"ENSG00000159110.19",-0.0161865809504202,0.00801596550013808,0.0434568018713219
"ENSG00000241837.6",-0.0122584550899522,0.00923111650269742,0.18419484251695
"ENSG00000184221.12",0.00479839714950337,0.00317824924464043,0.131104388377072
"ENSG00000166979.12",0.0147062419618099,0.00632148083502266,0.0199976520730341
"ENSG00000261610.1",0.000194748261924089,0.00328067185904774,0.952663531867498
"ENSG00000273210.1",-0.00445750095478085,0.00498034184201298,0.370776890594867
"ENSG00000272948.2",-0.000303144374839431,0.00541600697859239,0.955364167039543
"ENSG00000159267.14",-0.0101365583026215,0.00636738032509452,0.111395685729195
"ENSG00000154654.14",0.00243464057930598,0.00508697237364762,0.632221036113227
"ENSG00000142178.7",0.00627058728932562,0.00315648877146637,0.0469700196183724
"ENSG00000237232.7",0.00791643663358071,0.00269253371452051,0.00328059827766181
"ENSG00000160188.9",-0.0124168384777596,0.00423664375131004,0.0033806905844358
"ENSG00000160194.17",-0.00562584595437638,0.00408946142297569,0.16891651062557
"ENSG00000235023.1",-0.00237808284833403,0.00547472388260326,0.664016193830941
"ENSG00000185437.13",-0.000428519547289769,0.00588601770955989,0.941962910681591
"ENSG00000182093.14",-0.0142343363874338,0.00536086583295905,0.00792541489622489
"ENSG00000235123.5",-0.000393171839155481,0.00466447731420346,0.932825343706494
"ENSG00000160221.16",-0.00391391357935833,0.00229930911453305,0.0887154700093953
"ENSG00000237989.1",-0.00746398748315916,0.00538306195286691,0.165573189497745
"ENSG00000232855.6",0.0155234443460364,0.00689109394133528,0.0242791969373265
"ENSG00000198862.13",0.00528916656655808,0.0091158121545084,0.561767004932504
"ENSG00000215533.8",-0.00179910331740958,0.00624116374562921,0.773144601617431
"ENSG00000176054.6",-0.0264893582855079,0.00617103584325434,1.7664844202625e-05
"ENSG00000156253.6",-0.00710982452198496,0.00604342693247442,0.239412794583283
"ENSG00000231106.2",0.0157416817343592,0.00326752824914101,1.45286891128915e-06
"ENSG00000185917.13",-0.0219673481546527,0.00622660023941945,0.000418736923815333
"ENSG00000142197.12",0.00931765801677217,0.0112757582330702,0.408608836886713
"ENSG00000157557.11",-0.00227333600837498,0.00734586939399206,0.756963013984789
"ENSG00000185808.13",0.0019847859186606,0.00388010084613654,0.608980360106555
"ENSG00000226496.2",0.00926254562468011,0.00358597468208798,0.00979474588994711
"ENSG00000225731.1",-0.00167881670966255,0.00433916894511731,0.698831564344185
"ENSG00000160193.11",-0.0152315641449801,0.00685984177565934,0.0263919091625515
"ENSG00000279390.1",0.0027762159883274,0.00343230412511377,0.418601968878858
"ENSG00000228107.1",0.00813933511200437,0.00536542279878111,0.12926721453336
"ENSG00000182670.13",-0.000443166535375004,0.00426547957022173,0.917251831243724
"ENSG00000224269.1",-0.00408811527132381,0.00474382790505345,0.388810999088312
"ENSG00000205726.14",0.00620748957189335,0.0088996085815139,0.485489054637585
"ENSG00000184012.11",0.0351204910578459,0.00906169577261832,0.000106314911992533
"ENSG00000236384.7",-0.00107950910625742,0.00246081082443832,0.660893240062376
"ENSG00000156273.15",-0.00720950815383056,0.0109051355201282,0.508540948862785
"ENSG00000180509.11",-0.00278304005921172,0.00513284612755919,0.587679274051025
"ENSG00000234380.1",0.00352458538158673,0.00489167948636406,0.471200803802663
"ENSG00000159212.12",-0.00421518595454525,0.00412343771309224,0.306662390328828
"ENSG00000226054.2",-0.00228760247026932,0.00431336767865325,0.595868012758502
"ENSG00000160209.18",-0.0163893741035757,0.00614321952683803,0.00763314568420315
"ENSG00000155304.5",-0.0228967665018874,0.00909216590581428,0.01179241184519
"ENSG00000281903.2",0.00432698045721946,0.0038121797649175,0.256358126410541
"ENSG00000189089.5",-0.0115461579595412,0.00397449840212018,0.003671822235504
"ENSG00000230978.1",-7.63202982628361e-05,0.00547230995809424,0.988872557641896
"ENSG00000157551.17",0.00959121830967178,0.00611963575296713,0.11704789946387
"ENSG00000230366.9",0.00599409792628443,0.00346348374195774,0.0835131884624116
"ENSG00000233818.1",-0.00312915265764264,0.00465416533002225,0.501371217231426
"ENSG00000230061.2",-0.00228241150789031,0.00353465615815179,0.51845826234099
"ENSG00000227999.1",0.00450664829947555,0.00407322343139205,0.268549825365568
"ENSG00000160223.16",0.00287728213000663,0.00242475016710559,0.235373460586901
"ENSG00000160226.15",0.000545004789875405,0.00404346204715303,0.892780544424222
"ENSG00000225331.1",0.00506503778915361,0.003108990561173,0.103279511254196
"ENSG00000238197.5",-0.00202863348817125,0.00475001088959175,0.669321237915438
"ENSG00000242220.6",-0.0100875699961976,0.0041957446143112,0.0162062041078317
"ENSG00000279690.1",-0.00672370497248959,0.00543562142720811,0.216097924239543
